appid,developers,publishers
34282,SEGA,SEGA
714820,Nostalgia,Sekai Project
1794300,xxgameroom,xxgameroom
1297010,GuraShop,GuraShop
40800,Team Meat,unknown
371450,Badland Development Studio,BadLand Publishing
2023330,Luphi Interactive,Luphi Interactive
1870170,Anamik Majumdar,Anamik Majumdar
627690,Codename Entertainment Inc.,Codename Entertainment Inc.
1348390,TechnoBrain,TechnoBrain
1436280,TheShadowBlue Interactive,TheShadowBlue Interactive
1312000,Avery Kirby,Avery Kirby
1815550,Ethan Robichaux,Vultive Entertainment
42920,NeoCoreGames,Paradox Interactive
959540,Blueplant Entertainment,Blueplant Entertainment
1167650,SunshineOvercast,SunshineOvercast
939250,Dobest Studio,Dobest Studio
1600180,Creobit,8floor
1941400,Devin Carlson,Cybertonikk Studio
305490,Winter Wolves,Winter Wolves
488360,Bird Man Games,Bird Man Games
682280,Brendan Wiltshire,Brendan Wiltshire
648070,Pixel Wonder,Pixel Wonder
1875470,Ome6a Games,Ome6a Games
810590,SimDevs,SimDevs
791320,LunarCore Games,LunarCore Games
1598810,EpiXR Games UG,EpiXR Games UG
1012390,e-FunSoft Games,HH-Games
1029650,Rafael Ben-Ari,Rafael Ben-Ari
738030,Mantis Shrimp Studio,Mantis Shrimp Studio
764630,Robert Lanthier,Robert Lanthier
992990,Crania Games,Crania Games
962070,PixToPix Studios,Firehawk Studios
1365620,Red Chan,WitPOP
690610,Dreamz Studio,Dreamz Studio
905510,Fürst,Fürst
1710810,Cyfi Developers,Cyfi Developers
1386980,Forest Games,Forest Games
539750,Robert Alvarez,Robert Alvarez
1601680,Randumb Studios,Randumb Studios
1753690,Night Stroll Studio,Night Stroll Studio
863230,Medley Studios,Medley Studios
1059370,James Korin,James Korin
1615560,Persuasion Game Studio,Persuasion Game Studio
1527140,Aleksander Krimsky,Aleksander Krimsky
661700,It's a Wonderful Life,It's a Wonderful Life
486940,netmin games,netmin games
778860,Laush Dmitriy Sergeevich,Laush Studio
876850,游学者狐狸,游学者狐狸
482390,Borrowed Light Studios,Borrowed Light Studios
676320,Beaver Drummer,Beaver Drummer
1684220,Tenkai Games,Tenkai Games
946360,Incensecoil,Incensecoil
513330,"Pinokl Games,Kverta Limited",tinyBuild
1179010,DarxDev,DarxDev
1367380,Noxurtica,Noxurtica
1034120,M♂NLY,M♂NLY
1713530,Ben Marks Game Studios,Ben Marks Game Studios
736430,Luminark,Luminark
699510,Game e Arte,Game e Arte
1100180,上海アリス幻樂団,"Mediascape Co., Ltd."
959000,Daedalic Entertainment,Daedalic Entertainment
731180,Andrew Rodenhiser,Andrew Rodenhiser
1481960,Simon Christiansen,SiChris Productions
376410,Nodbrim Interactive,Nodbrim Interactive
723110,Catalope Games,Catalope Games
226620,QCF Design,QCF Design
1108750,Sicarius,G-DEVS.com
788040,Andrei Ionita,Andrei Ionita
1768790,"Lewis Spalato,Andrew Spalato",Lewis Spalato
1471220,Kibou Entertainment,Worker Bee Inc.
699080,Mikołaj Spychał,Mikołaj Spychał
1068120,Umiringo Studio,Navila Software Japan
1153040,bankbank,Wainstop James
1658770,Capstone Software,Ziggurat
1061420,Disbanded Crow,RPG Maker MV
363180,SmartArt Game Studio,Tenshu General
843620,Team Arborium,Team Arborium
1384350,Kenisoft Game Studio,Kenisoft Game Studio
618570,Corrie Green,CJG Studio Ltd
110600,PomPom,Pom Pom Games
1172470,Respawn Entertainment,Electronic Arts
1471460,Noah Judson,Noah Judson
1284700,S Games,S Games
841600,Cognitive Forge,Cognitive Forge
1671180,Joshua Ching,856 Studios
2061060,"Dylan W,Hatless Newt",Dylan W
1299120,Lil Hentai Games,Lil Hentai Games
1303170,Robin Melin,MelDEV
773530,Prime Bit Games SA,Prime Bit Games SA
1430100,Azimuth Studios,Azimuth Studios
1514160,Archeostyle Studios,Archeostyle Studios
404730,inXile Entertainment,inXile Entertainment
945490,G.Reed,unknown
1674730,RGByte Software,RGByte Software
301260,"World-Loom,Nitreal",MumboJumbo
1866870,Nuts Pecker,Nuts Pecker
510710,Blot Interactive,Red Meat Games
924310,Luke Sanderson,Luke Sanderson
1273430,"Ronald DeStefano,Brian Kraus","itb interactive LLC,Yogurt game"
556680,Play One Game Studio,Play One Game Studio
910850,Shaftesbury Darken Digital Inc.,Shaftesbury Sales Company
1343450,Dr. Cyril Splutterworth,Dr. Cyril Splutterworth
1271620,Studio Saizensen,SUCCESS Corp.
1492290,Farewell Games,Farewell Games
1433770,Schirwindt,Schirwindt
1804390,Agostta Games,Agostta Games
1091350,Alliance4devs,Alliance4devs
1836500,DIG Publishing,DIG Publishing
813360,cybercritics,cybercritics
846220,Midnight Warden,Superfantastic Productions
223750,Eagle Dynamics SA,unknown
1845880,Laush Dmitriy Sergeevich,Laush Studio
291170,"Good Games,Creobit",8Floor
1162730,TeamB,MyDreamForever
236490,Brain Slap Studio,BANDAI NAMCO Entertainment
1418650,Matsuta App.,Matsuta App.
1011320,Nuttery Entertainment,Nuttery Entertainment
1895130,Ripple Studio,Ripple Studio
1002510,Hangover Cat Purrroduction,Hangover Cat Purrroduction
346940,Harebrained Schemes,Paradox Interactive
1983410,unknown,unknown
40420,"Arcen Games, LLC","Arcen Games, LLC"
1526480,xuechengyu,xuechengyu
1914950,RedefineArts.Inc,RedefineArts.Inc
288790,Gogii Games,Strategy First
434970,noiarc,noiarc
1073890,"The Acceleration Agency,FarCade",The Acceleration Agency
1811750,ZAR 21,Daedalic Entertainment
283620,TML-Studios,Aerosoft GmbH
1152410,Take Toad,Take Toad
350970,Cococucumber,Cococucumber
1582850,Orbit Studio,Super.com
308560,Stone Monkey Studios,Stone Monkey Studios
1807610,Chris Turd Boomerang Armstrong,Chris Turd Boomerang Armstrong
1504570,Ac Games,Ac Games
418650,I-Illusions,I-Illusions
1064920,Jaz Marshall-Porter,Stack Interactive
1088040,Vectormatrix Limited,Vectormatrix Limited
1418160,HappyGames,HappyGames
1128420,Somer Games,8floor
313740,Winged Cloud,Winged Cloud
960820,Blender Games,Blender Games
1515820,RakuRai,OTAKU Plan
237760,Cipher Prime Studios,Cipher Prime Studios
1022480,"SKIPMORE,ESQUADRA,inc.,Kan.Kikuchi",Flyhigh Works
532080,Mirage Interactive,Mirage Interactive
415780,Nauris Amatnieks,Nauris Amatnieks
1166990,HeyNau,HeyNau
407420,Antonio Renna,Antonio Renna
391280,ManaVoid Entertainment,"ManaVoid Entertainment,Indie Asylum"
1371730,Sum Co.,Sum Co.
471770,"Arcen Games, LLC","Arcen Games, LLC"
461830,ScaryPotato,Groupees Interactive
1376590,D.P.L.D.S,D.P.L.D.S
990840,Mr. Neighbor,Mr. Neighbor
1788730,Taryn McMillan,Mystic Mill Games
1412580,Talha Emre Gülap,RoseWater Studios
889280,"Connor Sherlock,Cameron Kunzelman",Connor Sherlock
1277310,Taylor McCue,Taylor McCue
1600600,PancakeGames,Piece Of Voxel
1302460,Wizard Games Inc,Wizard Games Inc
869840,秋之忧郁,Ningbing Games
438490,"BANDAI NAMCO Studio,SHIFT,QLOC",BANDAI NAMCO Entertainment
1187250,Birchislet Gaming,Birchislet Gaming
1541450,Reforged Group,Reforged Group
656070,"Pixel Constructor, LLC.","Pixel Constructor, LLC"
1495080,Creobit,8floor
406930,Naloki,Naloki
855010,Political Games LLC,Political Games LLC
312540,Nihon Falcom,"XSEED Games,Marvelous USA, Inc."
1028340,L2D,Level 2 Design
368570,2 players,Nekki Limited
270880,SCS Software,SCS Software
1671200,miHoYo Limited,miHoYo Limited
959410,Erik Sheader-Smith,Erik Sheader-Smith
1273250,Studio Aesthesia,The Quantum Astrophysicists Guild
913440,Gunnar Games,Gunnar Games
959050,Stegersaurus Software Inc.,Stegersaurus Software Inc.
991230,Laush Dmitriy Sergeevich,Laush Studio
1580640,秋太虚工作室,qiutaixu studio
1808860,Artur Rezende,PROATIV GAMES
1338130,Sokpop Collective,Sokpop Collective
589220,ICA GAMES,ICA GAMES
993750,Multiblender Games,Multiblender Games
903790,Speedrobo Games,Speedrobo Games
1508980,Kai Hutchence,Massive Corporation Game Studios
1208040,RawEgg,RawEgg
408920,TallTech studio,unknown
1217510,Moustache Cabal,Moustache Cabal
1417190,Luci Entertainment,Luci Entertainment
1386330,Eric Peterson,Eric Peterson
1776860,Meekrab Games,Meekrab Games
1227000,Rafael Braza,616 GAMES
1285820,Artur Rezende,PROATIV GAMES
394960,PolyDigital,PolyDigital
747110,"Rotciv Ocnarb,João Humming Luiz",Rotciv Ocnarb
733990,Mutant Entertainment Studios,Mutant Entertainment Studios
1998840,Imagine,Pixel Games UK
704760,Merge Heroes,Pohjoinen Pelinkehitys ry
528460,"TatriX,Nanalli",TatriX
1457490,The LOL team,The LOL team
12670,Virtual Playground,Cosmi Valusoft
765860,"Assemble Entertainment,Sierra Entertainment",Assemble Entertainment
1514580,One Guy Productions,One Guy Productions
1431040,Purple Tree S R L,Purple Tree S R L
1579590,Banana Cat,Banana Cat
1553850,TartaronDev,TartaronDev
1875560,Visiontrick Media,Visiontrick Media
1143810,Hungry Couch Games,tinyBuild
1321220,SOEDESCO,SOEDESCO
1500750,MT Games,MT Games
1845890,unknown,unknown
1819900,Went2Play LLC,Went2Play LLC
1433070,Aisukaze Studio,Aisukaze Studio
45750,"CAPCOM CO., LTD.",Capcom
850710,David Donarumo,David Donarumo
821860,Falco Software,unknown
1836970,crobatspr,crobatspr
577850,Wonder Assembly,Wonder Assembly
1715970,T.LEE,T.LEE
1008000,Zachary Hodges,Zachary Hodges
1006920,Nichengun,Nichengun
1011310,wHDinc.,wHDinc.
536950,Bono Games,RedFox Games
1669350,Pixelteriyaki,Gamuzumi
1436810,Aegon Games,Aegon Games
2050890,Matúš Kačeriak,Matúš Kačeriak
1280780,Killerfish Games,Killerfish Games
994200,MiaoXi Studio,MiaoXi Studio
1148680,"Turcan Research Systems,PSS",MIRROR Soft
1347390,Soul of SysOp LLC,Soul of SysOp LLC
460630,Studio SiestA,"Rocket-Engine Co.,Ltd."
562050,RunServer,RunServer
613880,"Frontier Developments,Asobo Studio",Xbox Game Studios
2003160,unknown,unknown
371710,Anarchy Enterprises,Anarchy Enterprises
1959400,Jace Of Shadows Gaming LLC,Jace Of Shadows Gaming LLC
1420080,"G CHOICE,Monkey Craft",G CHOICE / STUDIOARTDINK
38160,Alawar,iWin
1283430,Lex de Kogel,Lex de Kogel
703000,Kristof De Meyer,Creative Consultants Agency
1071220,Rascal Devworks,Rascal Devworks
536430,Rafael García,Rafael García
742990,Telestic Studios,"Second March, LLC"
1000040,DoubleC Games,DoubleC Games
380990,Crian Soft,Crian Soft
565080,Dharker Studio,Dharker Studios Ltd
377010,Individual Software,Individual Software
1630760,LionSpoon Dream,LionSpoon Dream
612440,The Cable Center,The Cable Center
327980,Muteki,Choice Provisions
1692190,unknown,unknown
266330,Seaven Studio,Seaven Studio
1436990,tenekekafalarstudios,tenekekafalarstudios
654710,FurGoldGames,FurGoldGames
873250,Nandee,Crimson Lodge
1863380,unknown,unknown
868570,Jupiter Lighthouse Games,Jupiter Lighthouse Games
1571600,Domini Games,Big Fish Games
1605190,Pankabre,Pankabre
635900,BearFighterDev,BearFighterDev
1789660,Enoops,Enoops
1236700,Reaper Games,Reaper Games
590600,Patryk Szuberla,Patryk Szuberla
870010,Juan Jose Garrido Gomez,Juan Jose Garrido Gomez
1192610,Konnichiwa Games,Konnichiwa Games
457690,Serellan LLC,Serellan LLC
371120,YGGDRASIL STUDIO,YGGDRASIL STUDIO
1018950,Bit2Good Ug,Bit2Good Ug
1786280,My Label Game Studio,My Label Game Studio
910460,SIGONO INC.,SIGONO INC.
760520,Ermao Animation,Ermao Animation
1251270,ProjectAscha,ProjectAscha
226780,Milestone S.r.l.,BANDAI NAMCO Entertainment
251990,Hanako Games,Hanako Games
1137770,"Avamoe,HuiHut",Avamoe
543240,"DRAGAMI GAMES, LTD.","DRAGAMI GAMES, LTD."
1822490,zh大番薯,zh大番薯
764180,Hardytier,Hardytier
1534520,LTZinc,LTZinc
854190,Nikita Ghost_RUS,Ghost_RUS Games
1375850,Keffny Charles,Dirty Kaneez Gamez
984610,Michael Shoots,Michael Shoots
1342790,raptor lab,raptor lab
1950050,unknown,unknown
1285940,Çağatay Demir,Çağatay Demir
1732210,"Ishaan Kale,Mihir Kale","Ishaan Kale,Mihir Kale"
1778110,ImperiumGame,ImperiumGame
1123730,Ivory Tower,Ivory Tower
837780,Canalside Studios,Canalside Studios
11370,White Birds,Meridian4
1524690,Caio Flavio,Caio Flavio
1271280,Dylan White,Dylan White
898260,stardust.ch,stardust.ch
426930,Pump Action Games,Pump Action Games
499540,Black Cell OG,Black Cell OG
598620,AnaWiki Games,AnaWiki Games
1102140,TGMB Studio,TGBM Studio
1143900,NukGames,NukGames
606230,"MuHa Games,Eerie Forest Studio",MuHa Games
1601260,"Cannabis,Meta","Smokehoe Studios,Dead Pixel Labs"
894090,Savestar Games,Savestar Games
1207390,Dr. Kucho! Games,Dr. Kucho! Games
1797590,Douglas Henrique Luciano,DHDevStudio
508790,Parallel Circles,Parallel Circles
1084920,Domini Games,Big Fish Games
1146350,kiki,kiki
654260,灰烬天国,灰烬天国
828740,Palm Pioneer,Thermite Games
454680,TubbyKiD UG (haftungsbeschränkt),TubbyKiD UG (haftungsbeschränkt)
449040,Wholetone Games,Wholetone Games
219830,Transhuman Design,Transhuman Design
1913550,Inferno of Creation LLC,Inferno of Creation LLC
1192500,Blender Games,Blender Games
1554600,Pippin Games,Pippin Games
1155230,chengcong,chengcong
720030,Bilge Kaan,Bilge Kaan
1086140,Bitlock Studio,Bitlock Studio
1535420,Zokya Media,Zokya Media
415920,Rad Codex,Rad Codex
1507600,Mohammad Arkobi,Mohammad Arkobi
240340,Digital Leisure Inc.,Digital Leisure Inc.
1544810,"ストロングツリー(HusHucHuライス),Strong Tree (HusHucHu Rice)","ストロングツリー(HusHucHuライス),Strong Tree (HusHucHu Rice)"
793030,Gray Wolf Interactive LLC,Gray Wolf Interactive LLC
1514730,Catalina Zavaleta,Catalina Zavaleta
1487100,Ephemeral Glades Software,Ephemeral Glades Software
726000,Fullmetal Developer,Fullmetal Developer
2010540,Laush Dmitriy Sergeevich,Laush Studio
1871390,Betroix,Betroix
651670,"Massive Damage, Inc.",Raw Fury
987710,SmallBigSquare,SmallBigSquare
951050,Ninba,Ninba Games
1550630,EntwicklerX,EntwicklerX
1711530,"Hit-Point Co.,Ltd.",KEMCO
1011420,"VIS-Games,Darius Bode",Aerosoft GmbH
1411460,Basem Alasmar,Basem Alasmar
680250,APPLEMINT,APPLEMINT
1915740,ThePenSword,ThePenSword
1421410,Ben Thomas,Ben Thomas
1275660,Alterego Games,StickyLock Studios
781520,Eternity Studios,Eternity Studios
1559930,TomerSSH Games,TomerSSH Games
1479540,Ideal Games,Ideal Games
1854510,Moustache Cabal,Moustache Cabal
1462560,"Michelle Signs,Paul Kueber","Holostar Command, LLC"
1314290,Peach Beach,Raging Usagi Corporation
1753100,Studio Six,Studio Six
1554970,Kids With Sticks,505 Games
211200,unknown,SEGA
612590,Tinkertainment,SMU Guildhall
700170,"Lukas Paul, Gabriel Mittermair",Deserving Life
798590,Red Vibe Studio,Red Vibe Studio
718740,Spectre EU,"Take Five Games,Dikobraz Games"
481950,Bossa Studios,War Child Gaming
113420,Little Orbit,Little Orbit
714880,绿叶工作室,绿叶工作室
328550,Choice of Games,Choice of Games
429430,Demon Sword Games,unknown
1511130,Pugalo Ogorodnoe,Pugalo Ogorodnoe
454540,DiP Online,DiP Online
829260,7 Box Games,7 Box Games
1384990,阿柒不爱日期,阿柒不爱日期
1108020,Team Spikkeee,Spikkeee
781760,Ripknot Systems,Ripknot Systems
988070,KOEX studio,KOEX studio
1222370,Streum On Studio,Focus Entertainment
533960,Gabhel Games,Gabhel Studios
1152200,Stegalosaurus Game Development,Stegalosaurus Game Development
760640,Mana Games,Mana Games
22380,Obsidian Entertainment,Bethesda Softworks
1678450,"StOoPiD_U,Nick90903",StOoPiD_U
1475940,EODE studio,EODE studio
529780,iBlackpen,iBlackpen
753090,Granola Studios,Granola Studios
499230,Rocking Hamster,Rocking Hamster
1136240,Sugoi Yellow,GrabTheGames
450390,Valve,Valve
1907420,Laush Dmitriy Sergeevich,Laush Studio
1268840,Behnam Saeedi,Behnam Saeedi
1050910,Small Games,GLD Games
403100,Alawar Entertainment,Buka Entertainment
1245930,HiderumStudios,HiderumStudios
1021260,Blender Games,Blender Games
837720,"Drageus Games S.A.,Qubic Games",Drageus Games S.A.
1548540,LTZinc,HandMade Games
1497800,unknown,unknown
463150,Noclip,HypeTrain Digital
514700,Big Fish Games,Big Fish Games
1769630,Elephant Games,Big Fish Games
1898570,danilomacb,danilomacb
1821150,NikiGames,NikiGames
1572220,Bit Shifters,Bit Shifters
508710,Aivaras Ivoškus,SA Industry
1347130,SCT,SCT
1689930,"Alley Catz Games,Hazy Paw Games Inc",Alley Catz Games
910540,Cerdeira Guillaume,Cerdeira Guillaume
514920,Quiet River,Quiet River
1286030,GoFencing Studio,GoFencing Studio
574180,Immortal Hand Studios,Immortal Hand Studios
1680530,Richard Edwards,Richard Edwards
550600,OC Game Studio,OC Game Studio
1492590,GZ Storm,GZ Storm
1173870,Will Sykes Games,Will Sykes Games
1806430,POSITION,Far East Studio
826170,ZaxtorGameS,ZaxtorGameS
643900,Rad Codex,Rad Codex
1222610,Chun Y.,Chun Y.
598030,juhbee,juhbee
352950,Odin Game Studio,Excalibur Publishing
385800,NEKO WORKs,Sekai Project
1305880,Star Mountain Studios,Star Mountain Studios
978460,Kyle Seeley,Kyle Seeley
1604460,unknown,unknown
2012200,unknown,unknown
1287450,Penultimate Software,Penultimate Software
1125800,So-So-Games,So-So-Games
700520,Fishing Cactus,Fishing Cactus
1154210,ChaoYe Liu,Happy Home Company
388010,Fingertip Games UK,Fingertip Games UK
1409190,Super Walrus Games,Super Walrus Games
681760,Theodor Niklas,Theodor Niklas
1755240,Fractal Interactive,Fractal Interactive
842770,Studio Jimothy,Studio Jimothy
1409600,都要恰饭的,都要恰饭的
1455650,Zzwei,Zzwei
697930,ANV Team,ANV Team
1271260,Serenity Forge,Way Down Deep
859610,ARGames,Metal Fox
644670,raptor lab,raptor lab
710920,Airship Syndicate,THQ Nordic
1190000,Red Dot Games,PlayWay S.A.
1131750,"A. Hagen,Shea Kennedy",A. Hagen
1390340,jcute entertainment,jcute entertainment
907190,Muddy Desert,Muddy Desert
1362830,DoubleCherry Ltd,DoubleCherry Ltd
860590,TERARIN GAMES,TERARIN GAMES
1358430,Verto Studio LLC,Verto Studio LLC
1617560,"Left Brain Games, Inc.","Left Brain Games, Inc."
1455840,Toukana Interactive,Toukana Interactive
1228960,WhiteVault Studio,WhiteVault Studio
1124810,六零道长,JingtuStudio
1253190,Phosphor Game Studios,Phosphor Game Studios
1489600,ilzard,ilzard
1331530,ELECTROSTALIN ENTERTAINMENT,Games Operators
1837980,Screenshakes,Screenshakes
1241700,Draw Me A Pixel,Draw Me A Pixel
566250,John C. Ragland,John C. Ragland
1715840,Beautiful Void Studio,Beautiful Void Studio
747230,"Ghost Clusters,NYX Digital Ltd","Funbox Media Ltd,KISS ltd"
1571480,TIAN DA HAI,TIAN DA HAI
951440,Volcanoid,Volcanoid
1607570,玫瑰工作室,玫瑰工作室
1577450,Catzooka Studios L.L.C.,Catzooka Studios L.L.C.
1237870,Alexey Suslin,Alexey Suslin
491060,"Ratalaika Games S.L.,Woblyware",Ratalaika Games S.L.
216210,Animation Arts,Ravenscourt
867540,SimProse Studios,SimProse Studios
1245810,Enigma Dragons LLC,Enigma Dragons LLC
1361020,Reanimate Games,Reanimate Games
464340,Microids,Microids
1635550,Atomic Jelly,"Atomic Jelly,PlayWay S.A."
1750740,Dreamers Studio,Dreamers Studio
1147970,Overflow,Overflow
912790,Nidal alshawwaf,Nidal alshawwaf
17100,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
554290,blank-note & Frontwing,MangaGamer
485630,Vladimir Maslov,Vladimir Maslov
302750,Little Worlds Interactive,Little Worlds Interactive
708630,hubiao,hubiao
948850,"Gooody Entertainment Co.,Ltd.","Gooody Entertainment Co.,Ltd."
1156200,Oshri,Even Zohar
1569560,Simple Studio,Simple Studio
1213230,Unbound Creations,Unbound Creations
1627920,Madowl Games,Ritual Interactive
581100,Atum Software,Sometimes You
789700,MacProton Games,MacProton Games
1061090,Nexile,Nexile
1171950,Blue Creazione,Blue Creazione
1340860,世界末日高考组,Dmk
500940,PSY LABS,PSY LABS
1579300,Birbgames,Birbgames
1672460,KUMA,KUMA Software
1444950,IndigoWare,IndigoWare
1112340,Blackthornprod,Blackthornprod
1418320,Bocata Games Ltd.,Bocata Games Ltd.
1021770,"Wanba Studio,BigYu",BD Games
391210,Hexdragonal Games,Hexdragonal Games
420070,"Keybol,Iskander Aminov",Tekitown
1620920,Guara Studios,Guara Studios
1570330,NewGen,Wandering Wizard
922820,Bloomside Studios,Bloomside Studios
1241500,Thunder Clap,Thunder Clap
1624200,unknown,unknown
484390,A Small Game AB,A Small Game AB
494720,Suspicious Developments,Suspicious Developments
1201770,Isaac Birchmier,"If the clouds are full of rain, they empty themselves upon the earth, LLC"
503620,Scraping Bottom Games,Scraping Bottom Games
550200,HardHead Games,HardHead Games
1805040,PsychoRavens,PsychoRavens
1102060,Cybertime System,Cybertime System
856270,Bullet Bears,Bullet Bears
701970,Boogygames Studios,Boogygames Studios
